"filename", "language", "JSON", "Markdown", "JavaScript", "JSON with Comments", "HTML", "TypeScript", "SCSS", "XML", "CSS", "comment", "blank", "total"
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/user/components/user-metadata-resources/user-metadata-resources.component.ts", "TypeScript", 0, 0, 0, 0, 0, 217, 0, 0, 0, 77, 63, 357
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/user/components/user-profile/user-profile.component.html", "HTML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 4, 11
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/user/components/user-profile/user-profile.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 6, 15
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/user/components/user-profile/user-profile.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/user/components/user-profile/user-profile.component.ts", "TypeScript", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 9, 30
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/user/user-routing.module.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/user/user.module.ts", "TypeScript", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 5, 31
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/styles/_base.scss", "SCSS", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 9, 41
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/styles/_mixins.scss", "SCSS", 0, 0, 0, 0, 0, 0, 146, 0, 0, 44, 76, 266
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/styles/_shared_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 38, 0, 0, 8, 17, 63
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/styles/partials/_autocomplete.scss", "SCSS", 0, 0, 0, 0, 0, 0, 153, 0, 0, 2, 60, 215
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/styles/partials/_buttons.scss", "SCSS", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 14, 52
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/styles/partials/_forms.scss", "SCSS", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 11, 33
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/styles/partials/_loading.scss", "SCSS", 0, 0, 0, 0, 0, 0, 124, 0, 0, 7, 35, 166
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/styles/partials/_sidenav.scss", "SCSS", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 4, 11
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/styles/partials/_xsd2html2xml.scss", "SCSS", 0, 0, 0, 0, 0, 0, 191, 0, 0, 5, 80, 276
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/auth/silent-check-sso.html", "HTML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/dummy-data/dummy-autocomplete.json", "JSON", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/dummy-data/ontologies/vocabulary_from_cellOntology.json", "JSON", 2390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2391
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/dummy-data/ontologies/vocabulary_from_environmentOntology.json", "JSON", 4570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4571
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/dummy-data/ontologies/vocabulary_from_organismOntology.json", "JSON", 40010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40011
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/dummy-data/ontologies/vocabulary_from_tissueOntology.json", "JSON", 26885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26886
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/dummy-data/user-data/dummy_user-data.json", "JSON", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/dummy-data/vocabulary_fom_cellOntology.json", "JSON", 2389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2390
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/dummy-data/vocabulary_from_environmentOntology.json", "JSON", 4569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4570
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/dummy-data/vocabulary_from_ncbitaxonOntology.json", "JSON", 80010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 80011
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/dummy-data/vocabulary_test.json", "JSON", 715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 715
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/dummy-data/xml-data/empty_all_schemes.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 1, 125
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/dummy-data/xml-data/mixed13.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/metadata-schemes/BiodatenMinimal.xsd", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/metadata-schemes/datacite.xsd", "XML", 0, 0, 0, 0, 0, 0, 0, 662, 0, 43, 3, 708
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/metadata-schemes/premis.xsd", "XML", 0, 0, 0, 0, 0, 0, 0, 749, 0, 424, 51, 1224
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/xsd2html2xml/css/xsd2html2xml.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 1, 30
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/xsd2html2xml/js/old_2021-09-06.xsd2html2xml-global.js", "JavaScript", 0, 0, 779, 0, 0, 0, 0, 0, 0, 82, 123, 984
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/xsd2html2xml/js/xsd2html2xml-global.js", "JavaScript", 0, 0, 821, 0, 0, 0, 0, 0, 0, 102, 139, 1062
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/assets/xsd2html2xml/js/xsd2html2xml.js", "JavaScript", 0, 0, 719, 0, 0, 0, 0, 0, 0, 39, 83, 841
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/environments/environment.prod.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/environments/environment.ts", "TypeScript", 0, 0, 0, 0, 0, 3, 0, 0, 0, 11, 3, 17
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/index.html", "HTML", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 6, 39
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/main.ts", "TypeScript", 0, 0, 0, 0, 0, 17, 0, 0, 0, 2, 9, 28
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/polyfills.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 57, 8, 66
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/styles.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/test.ts", "TypeScript", 0, 0, 0, 0, 0, 38, 0, 0, 0, 4, 5, 47
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/tsconfig.app.json", "JSON", 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/tsconfig.json", "JSON with Comments", 0, 0, 0, 29, 0, 0, 0, 0, 0, 1, 1, 31
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/tsconfig.spec.json", "JSON", 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 19
"Total", "-", 173791, 14, 2362, 29, 1269, 5890, 2365, 1537, 29, 4401, 4444, 196131
